,itemcode,item_desc,FoodName_3,wt,N_HH,Edible portion
267,207,OTHER STARCHES,"taros, raw",1,6,0.90
268,101,RICE (PADDY),"rice, parboiled, local, raw",0.5,5,1.00
269,101,RICE (PADDY),"rice grain, brown, dried, raw",0.5,5,1.00
270,101,RICE (PADDY),"teff grain, dried, unrefined, raw",0.296340024,5,1.00
271,101,RICE (PADDY),"amaranth, grain, dried, raw",0.296340024,5,1.00
272,101,RICE (PADDY),"barley, pearl, grain, dried, raw",0.237308146,5,1.00
273,101,RICE (PADDY),"wheat grain, unrefined",0.170011806,5,1.00
274,106,MILLET AND SORGHUM (GRAIN),"sorghum grain, red, dried, raw",0.341269841,4,1.00
275,106,MILLET AND SORGHUM (GRAIN),"sorghum grain, white, dried, raw",0.341269841,4,1.00
276,106,MILLET AND SORGHUM (GRAIN),"pearl millet, grain",0.158730159,4,1.00
277,106,MILLET AND SORGHUM (GRAIN),"finger millet, grain",0.158730159,4,1.00
278,504,SEEDS AND PRODUCTS FROM NUTS/SEEDS (EXCL. COOKING OIL),sunflower oil,0.423056723,2,1.00
279,504,SEEDS AND PRODUCTS FROM NUTS/SEEDS (EXCL. COOKING OIL),"sunflower seeds, dried",0.423056723,2,1.00
280,504,SEEDS AND PRODUCTS FROM NUTS/SEEDS (EXCL. COOKING OIL),peanut butter,0.091211485,2,1.00
281,504,SEEDS AND PRODUCTS FROM NUTS/SEEDS (EXCL. COOKING OIL),sesame seeds,0.031337535,2,1.00
282,504,SEEDS AND PRODUCTS FROM NUTS/SEEDS (EXCL. COOKING OIL),sesame seed oil,0.031337535,2,1.00
283,806,OTHER DOMESTIC/WILD MEAT PRODUCTS,"duck, meat and skin, fresh, raw",0.436440678,1,1.00
284,806,OTHER DOMESTIC/WILD MEAT PRODUCTS,"crocodile meat, fresh, raw",0.436440678,1,1.00
285,806,OTHER DOMESTIC/WILD MEAT PRODUCTS,"springbok meat, fresh, raw",0.063559322,1,1.00
286,806,OTHER DOMESTIC/WILD MEAT PRODUCTS,"crocodile meat, fresh, raw",0.063559322,1,1.00
287,1105,"PREPARED TEA, COFFEE",tea beverages,0.210273973,1,1.00
288,1105,"PREPARED TEA, COFFEE",tea leaves,0.210273973,1,1.00
289,1105,"PREPARED TEA, COFFEE","tea, green, infusion",0.210273973,1,1.00
290,1105,"PREPARED TEA, COFFEE","tea, herbal, infusion",0.210273973,1,1.00
291,1105,"PREPARED TEA, COFFEE",tea with milk,0.079452055,1,1.00
292,1105,"PREPARED TEA, COFFEE",coffee beverages,0.043835616,1,1.00
293,1105,"PREPARED TEA, COFFEE","coffee, instant powder",0.035616438,1,1.00
294,805,WILD BIRDS AND INSECTS,"quail meat, fresh, raw",0.2,1,0.54
295,805,WILD BIRDS AND INSECTS,"pigeon meat, fresh, raw",0.2,1,NA
296,805,WILD BIRDS AND INSECTS,"grasshopper, brown, fresh, raw",0.2,1,1.00
297,805,WILD BIRDS AND INSECTS,"grasshopper, green, fresh, raw",0.2,1,1.00
298,805,WILD BIRDS AND INSECTS,"termite, fresh, raw",0.2,1,1.00
299,1003,SALT,NA,NA,1089,1.00
300,102,RICE (HUSKED),NA,NA,748,1.00
301,1101,TEA DRY,NA,NA,667,1.00
302,201,CASSAVA FRESH,NA,NA,383,0.94
303,206,"COOKING BANANAS, PLANTAINS",NA,NA,368,0.50
304,205,IRISH POTATOES,NA,NA,344,0.85
305,701,RIPE BANANAS,NA,NA,293,0.62
306,807,EGGS,NA,NA,207,0.56
307,704,SUGARCANE,NA,NA,140,1.00
308,103,"MAIZE (GREEN, COB)",NA,NA,103,0.68
309,302,SWEETS,NA,NA,62,1.00
310,1107,LOCAL BREWS,NA,NA,39,1.00
311,1103,OTHER RAW MATERIALS FOR DRINKS,NA,NA,35,1.00
312,1106,BOTTLED BEER,NA,NA,23,1.00
313,1082,"WHEAT, BARLEY GRAIN AND OTHER CEREALS",NA,NA,5,1.00
314,1108,WINE AND SPIRITS,NA,NA,5,1.00
