psu,hhno,n_member,hhsize,hh_sample_weight,headname,hhldsex,dist,urbrur,vdcmun,tole,ward,ea,fmlymemb,memb5,totmemb
5065,1,3,3,1318.328491,confidential,2,16,2,0,naragi,2,0,3,2,4
5065,2,4,4,1318.328491,confidential,2,16,2,0,nargik,2,0,4,4,5
5065,3,4,4,1318.328491,confidential,1,16,2,0,nargik,2,0,4,3,5
5065,4,5,5,1318.328491,confidential,1,16,2,0,nargik,2,0,5,5,5
5065,5,5,5,1318.328491,confidential,1,16,2,0,nargik,2,0,5,5,5
5065,6,5,5,1318.328491,confidential,1,16,2,0,nargik,2,0,5,3,5
5065,7,5,5,1318.328491,confidential,1,16,2,0,nargik,2,0,5,4,6
5065,8,6,6,1318.328491,confidential,1,16,2,0,nargik,2,0,6,5,6
5065,9,6,6,1318.328491,confidential,1,16,2,0,nargik,2,0,6,4,6
5065,10,6,6,1318.328491,confidential,1,16,2,0,nargik,2,0,6,5,6
5065,11,7,7,1318.328491,confidential,1,16,2,0,nargik,2,0,7,6,7
5065,12,8,8,1318.328491,confidential,1,16,2,0,nargik,2,0,8,8,8
5065,13,9,9,1318.328491,confidential,1,16,2,0,nargik,2,0,9,8,10
5065,14,11,11,1318.328491,confidential,1,16,2,0,nargik,2,0,11,10,13
5065,15,17,17,1318.328491,confidential,1,16,2,0,nargik,2,0,17,14,19
5066,1,1,1,1092.279541,confidential,2,16,1,0,raghunathpur,3,0,1,1,1
5066,2,1,1,1092.279541,confidential,2,16,1,0,pragati nagar,3,0,1,1,1
5066,3,2,2,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,2,2,2
5066,4,2,2,1092.279541,confidential,2,16,1,0,pragati nagar,3,0,2,1,2
5066,5,2,2,1092.279541,confidential,1,16,1,0,pragati nagar,3,0,2,2,2
5066,6,3,3,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,3,2,3
5066,7,3,3,1092.279541,confidential,2,16,1,0,pragati nagar,3,0,3,1,4
5066,8,3,3,1092.279541,confidential,1,16,1,0,pragati nagar,3,0,3,3,3
5066,9,4,4,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,4,4,4
5066,10,4,4,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,4,3,5
5066,11,4,4,1092.279541,confidential,1,16,1,0,pragati nagar,3,0,4,4,4
5066,12,5,5,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,5,5,5
5066,13,5,5,1092.279541,confidential,1,16,1,0,pragati nagar,3,0,5,5,5
5066,14,6,6,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,6,6,6
5066,15,8,8,1092.279541,confidential,1,16,1,0,raghunathpur,3,0,8,7,8
5067,1,2,2,1092.279541,confidential,1,16,1,0,raghopur,3,0,2,2,2
5067,2,2,2,1092.279541,confidential,1,16,1,0,raghopur,3,0,2,2,2
5067,3,2,2,1092.279541,confidential,1,16,1,0,raghopur,3,0,2,2,3
5067,4,4,4,1092.279541,confidential,2,16,1,0,raghopur,3,0,4,4,5
5067,5,4,4,1092.279541,confidential,1,16,1,0,raghopur,3,0,4,4,5
5067,6,4,4,1092.279541,confidential,1,16,1,0,raghopur,3,0,4,4,4
5067,7,4,4,1092.279541,confidential,1,16,1,0,raghopur,3,0,4,4,5
5067,8,5,5,1092.279541,confidential,1,16,1,0,raghopur,3,0,5,5,5
5067,9,5,5,1092.279541,confidential,1,16,1,0,raghopur,3,0,5,3,5
5067,10,5,5,1092.279541,confidential,2,16,1,0,raghopur,3,0,5,5,6
5067,11,5,5,1092.279541,confidential,1,16,1,0,raghopur,3,0,5,4,5
5067,12,6,6,1092.279541,confidential,2,16,1,0,raghopur,3,0,6,6,7
5067,13,6,6,1092.279541,confidential,1,16,1,0,raghopur,3,0,6,5,7
5067,14,7,7,1092.279541,confidential,1,16,1,0,raghopur,3,0,7,6,8
5067,15,8,8,1092.279541,confidential,2,16,1,0,raghopur,3,0,8,6,10
5068,1,2,2,1318.328491,confidential,2,17,2,0,khatwe tole,7,0,2,2,3
5068,2,3,3,1318.328491,confidential,2,17,2,0,khatwe tole,7,0,3,3,4
5068,3,3,3,1318.328491,confidential,2,17,2,0,khatwe tole,7,0,3,3,5
5068,4,3,3,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,3,2,3
5068,5,4,4,1318.328491,confidential,2,17,2,0,khatwe tole,7,0,4,3,5
5068,6,4,4,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,4,3,5
5068,7,4,4,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,4,4,4
5068,8,5,5,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,5,5,6
5068,9,6,6,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,6,4,7
5068,10,5,5,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,5,4,7
5068,11,6,6,1318.328491,confidential,2,17,2,0,khatwetole,7,0,6,5,7
5068,12,6,6,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,6,6,8
5068,13,7,7,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,7,6,7
5068,14,8,8,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,8,7,8
5068,15,17,17,1318.328491,confidential,1,17,2,0,khatwe tole,7,0,17,11,19
5069,1,1,1,1318.328491,confidential,1,17,2,0,bemarkhi khal,1,0,1,1,1
5069,2,2,2,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,2,2,2
5069,3,3,3,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,3,3,3
5069,4,4,4,1318.328491,confidential,1,17,2,0,badhman,1,0,4,4,5
5069,5,4,4,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,4,4,4
5069,6,4,4,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,4,4,5
5069,7,4,4,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,4,4,4
5069,8,5,5,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,5,4,5
5069,9,5,5,1318.328491,confidential,1,17,2,0,bemarkhi,1,0,5,5,5
5069,10,5,5,1318.328491,confidential,1,17,2,0,badhman,1,0,5,4,6
5069,11,6,6,1318.328491,confidential,2,17,2,0,bemarkhi,1,0,6,6,6
5069,12,6,6,1318.328491,confidential,1,17,2,0,badhman,1,0,6,5,6
5069,13,7,7,1318.328491,confidential,1,17,2,0,badhman,1,0,7,7,7
5069,14,8,8,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,8,6,10
5069,15,10,10,1318.328491,confidential,1,17,2,0,bemarkhikhal,1,0,10,9,10
5070,1,1,1,1108.466675,confidential,1,17,1,0,bela tole,23,0,1,1,1
5070,2,3,3,1108.466675,confidential,1,17,1,0,bela tole,23,0,3,2,3
5070,3,3,3,1108.466675,confidential,1,17,1,0,dhaneshwor,23,0,3,3,4
5070,4,4,4,1108.466675,confidential,1,17,1,0,bela tole,23,0,4,3,4
5070,5,4,4,1108.466675,confidential,1,17,1,0,bela tole,23,0,4,4,4
5070,6,4,4,1108.466675,confidential,1,17,1,0,dhaneshwor,23,0,4,4,4
5070,7,5,5,1108.466675,confidential,2,17,1,0,bela tole,23,0,5,3,6
5070,8,5,5,1108.466675,confidential,1,17,1,0,bela tole,23,0,5,5,5
5070,9,5,5,1108.466675,confidential,1,17,1,0,dhaneshwor,23,0,5,5,5
5070,10,6,6,1108.466675,confidential,2,17,1,0,bela tole,23,0,6,6,6
5070,11,5,5,1108.466675,confidential,1,17,1,0,bela tole,23,0,5,5,5
5070,12,6,6,1108.466675,confidential,1,17,1,0,bela tole,23,0,6,6,6
5070,13,7,7,1108.466675,confidential,1,17,1,0,bela tole,23,0,7,5,7
5070,14,8,8,1108.466675,confidential,1,17,1,0,bela tole,23,0,8,7,8
5070,15,9,9,1108.466675,confidential,1,17,1,0,dhaneshwor,23,0,9,8,11
5071,1,1,1,1318.328491,confidential,2,17,2,0,khariyani,1,0,1,1,2
5071,2,2,2,1318.328491,confidential,2,17,2,0,khariyani,1,0,2,1,3
5071,3,3,3,1318.328491,confidential,1,17,2,0,khariyani,1,0,3,3,4
5071,4,3,3,1318.328491,confidential,1,17,2,0,khariyani,1,0,3,3,3
5071,5,3,3,1318.328491,confidential,2,17,2,0,khariyani,1,0,3,3,4
5071,6,4,4,1318.328491,confidential,2,17,2,0,khariyani,1,0,4,4,5
5071,7,4,4,1318.328491,confidential,2,17,2,0,khariyani,1,0,4,4,5
5071,8,5,5,1318.328491,confidential,1,17,2,0,khariyani,1,0,5,4,6
5071,9,5,5,1318.328491,confidential,1,17,2,0,khariyani,1,0,5,4,6
5071,10,5,5,1318.328491,confidential,1,17,2,0,khariyani,1,0,5,5,7
5071,11,6,6,1318.328491,confidential,1,17,2,0,khariyani,1,0,6,5,6
5071,12,6,6,1318.328491,confidential,1,17,2,0,khariyani,1,0,6,5,8
5071,13,7,7,1318.328491,confidential,1,17,2,0,khariyani,1,0,7,7,7
5071,14,7,7,1318.328491,confidential,1,17,2,0,khariyani,1,0,7,4,9
5071,15,9,9,1318.328491,confidential,1,17,2,0,khariyani,1,0,9,7,10
5072,1,1,1,1092.279541,confidential,2,17,1,0,matahi,9,0,1,1,1
5072,2,3,3,1092.279541,confidential,2,17,1,0,matahi,9,0,3,2,4
5072,3,4,4,1092.279541,confidential,2,17,1,0,matahi,9,0,4,4,5
5072,4,4,4,1092.279541,confidential,1,17,1,0,matahi,9,0,4,2,4
5072,5,4,4,1092.279541,confidential,1,17,1,0,matahi,9,0,4,4,4
5072,6,4,4,1092.279541,confidential,2,17,1,0,matahi,9,0,4,4,5
5072,7,5,5,1092.279541,confidential,2,17,1,0,matahi,9,0,5,5,6
5072,8,5,5,1092.279541,confidential,1,17,1,0,matahi,9,0,5,4,5
5072,9,5,5,1092.279541,confidential,1,17,1,0,matahi,9,0,5,4,6
5072,10,6,6,1092.279541,confidential,1,17,1,0,matahi,9,0,6,5,6
5072,11,6,6,1092.279541,confidential,1,17,1,0,matahi,9,0,6,6,6
5072,12,6,6,1092.279541,confidential,2,17,1,0,matahi,9,0,6,5,7
5072,13,6,6,1092.279541,confidential,1,17,1,0,matahi,9,0,6,6,6
5072,14,7,7,1092.279541,confidential,1,17,1,0,matahi,9,0,7,6,7
5072,15,9,9,1092.279541,confidential,1,17,1,0,matahi,9,0,9,6,9
5073,1,2,2,1092.279541,confidential,2,17,1,0,ramdaiya,2,0,2,1,3
5073,2,2,2,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,2,2,2
5073,3,3,3,1092.279541,confidential,2,17,1,0,ramdaiya,2,0,3,3,3
5073,4,3,3,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,3,3,3
5073,5,4,4,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,4,4,4
5073,6,4,4,1092.279541,confidential,2,17,1,0,ramdaiya,2,0,4,4,5
5073,7,4,4,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,4,3,6
5073,8,5,5,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,5,5,5
5073,9,5,5,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,5,5,5
5073,10,5,5,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,5,3,5
5073,11,6,6,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,6,4,6
5073,12,6,6,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,6,6,6
5073,13,7,7,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,7,7,7
5073,14,8,8,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,8,7,8
5073,15,10,10,1092.279541,confidential,1,17,1,0,ramdaiya,2,0,10,9,10
5074,1,2,2,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,2,2,2
5074,2,2,2,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,2,2,2
5074,3,3,3,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,3,3,3
5074,4,3,3,1318.328491,confidential,2,18,2,0,BANCHAURI,8,0,3,3,3
5074,5,4,4,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,4,4,4
5074,6,4,4,1318.328491,confidential,1,18,2,0,SCHOOL TOLE,8,0,4,2,4
5074,7,4,4,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,4,4,4
5074,8,4,4,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,4,4,4
5074,9,5,5,1318.328491,confidential,2,18,2,0,BANCHAURI,8,0,5,5,5
5074,10,5,5,1318.328491,confidential,1,18,2,0,BADIYA BANCHAURI,8,0,5,4,5
5074,11,5,5,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,5,5,5
5074,12,6,6,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,6,6,6
5074,13,6,6,1318.328491,confidential,1,18,2,0,BANCHAURI,8,0,6,6,6
5074,14,7,7,1318.328491,confidential,1,18,2,0,BADIYA BANCHAURI,8,0,7,6,7
5074,15,9,9,1318.328491,confidential,1,18,2,0,BADIYA BANCHAURI,8,0,9,8,9
5075,1,2,2,1318.328491,confidential,1,18,2,0,BALBA TOLE,3,0,2,2,2
5075,2,2,2,1318.328491,confidential,1,18,2,0,BALBA PURBARI,3,0,2,2,2
5075,3,4,4,1318.328491,confidential,1,18,2,0,FULBARI TOLE,3,0,4,3,4
5075,4,4,4,1318.328491,confidential,1,18,2,0,school tole,3,0,4,4,4
5075,5,5,5,1318.328491,confidential,1,18,2,0,purbari,3,0,5,5,5
5075,6,5,5,1318.328491,confidential,1,18,2,0,,3,0,5,5,5
5075,7,5,5,1318.328491,confidential,1,18,2,0,,3,0,5,5,5
5075,8,6,6,1318.328491,confidential,1,18,2,0,BANIYA TOLE,3,0,6,6,6
5075,9,6,6,1318.328491,confidential,1,18,2,0,BAZZAR TOLE,3,0,6,6,6
5075,10,6,6,1318.328491,confidential,1,18,2,0,SCHOOL TOLE,3,0,6,6,6
5075,11,7,7,1318.328491,confidential,1,18,2,0,FULBARI TOLE,3,0,7,7,7
5075,12,7,7,1318.328491,confidential,1,18,2,0,PURBARI TOLE,3,0,7,5,7
5075,13,8,8,1318.328491,confidential,1,18,2,0,PURBARI TOLE,3,0,8,8,8
5075,14,10,10,1318.328491,confidential,1,18,2,0,SCHOOL TOLE,3,0,10,7,10
5075,15,12,12,1318.328491,confidential,1,18,2,0,SCHOOL TOLE,3,0,12,11,12
5076,1,2,2,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,2,2,2
5076,2,3,3,1318.328491,confidential,1,18,2,0,BHATAULIYA,6,0,3,2,3
5076,3,3,3,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,3,2,3
5076,4,3,3,1318.328491,confidential,1,18,2,0,BHATAULIYA,6,0,3,3,3
5076,5,4,4,1318.328491,confidential,1,18,2,0,SADA TOLE,6,0,4,4,4
5076,6,4,4,1318.328491,confidential,2,18,2,0,MUSHAR TOLE,6,0,4,2,4
5076,7,5,5,1318.328491,confidential,1,18,2,0,MUSHAR TOLE,6,0,5,3,5
5076,8,5,5,1318.328491,confidential,2,18,2,0,MUSHAR TOLE,6,0,5,5,5
5076,9,6,6,1318.328491,confidential,2,18,2,0,BHATAULIYA MUSAHAR TOLE,6,0,6,6,6
5076,10,6,6,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,6,6,6
5076,11,6,6,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,6,6,6
5076,12,7,7,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,7,5,7
5076,13,7,7,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,7,4,7
5076,14,9,9,1318.328491,confidential,1,18,2,0,MUSAHAR TOLE,6,0,9,8,9
5076,15,10,10,1318.328491,confidential,1,18,2,0,SADA TOLE,6,0,10,7,10
5077,1,2,2,1318.328491,confidential,1,18,2,0,MADAHI,4,0,2,2,2
5077,2,3,3,1318.328491,confidential,2,18,2,0,MADAHI,4,0,3,3,3
5077,3,4,4,1318.328491,confidential,1,18,2,0,MADAHI,4,0,4,2,4
5077,4,4,4,1318.328491,confidential,1,18,2,0,MADAHI,4,0,4,4,4
5077,5,4,4,1318.328491,confidential,1,18,2,0,MADAHI,4,0,4,4,4
5077,6,5,5,1318.328491,confidential,1,18,2,0,MADAHI,4,0,5,4,5
5077,7,5,5,1318.328491,confidential,2,18,2,0,madahi,4,0,5,5,5
5077,8,5,5,1318.328491,confidential,1,18,2,0,MADAHI,4,0,5,2,5
5077,9,6,6,1318.328491,confidential,1,18,2,0,MADAHI,4,0,6,6,6
5077,10,6,6,1318.328491,confidential,1,18,2,0,MADAHI,4,0,6,6,6
5077,11,7,7,1318.328491,confidential,1,18,2,0,MADAHI,4,0,7,7,7
5077,12,7,7,1318.328491,confidential,1,18,2,0,MADAHI,4,0,7,5,7
5077,13,8,8,1318.328491,confidential,1,18,2,0,MADAHI,4,0,8,8,8
5077,14,9,9,1318.328491,confidential,1,18,2,0,MADAHI,4,0,9,7,9
5077,15,12,12,1318.328491,confidential,1,18,2,0,MADAHI,4,0,12,9,12
5078,1,2,2,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,2,2,2
5078,2,2,2,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,2,1,2
5078,3,4,4,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,4,3,4
5078,4,4,4,1092.279541,confidential,1,18,1,0,,11,0,4,4,4
5078,5,4,4,1092.279541,confidential,1,18,1,0,,11,0,4,4,4
5078,6,4,4,1092.279541,confidential,2,18,1,0,,11,0,4,4,4
5078,7,5,5,1092.279541,confidential,1,18,1,0,,11,0,5,5,5
5078,8,5,5,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,5,4,5
5078,9,6,6,1092.279541,confidential,1,18,1,0,maisthan,11,0,6,6,6
5078,10,6,6,1092.279541,confidential,1,18,1,0,maisthan,11,0,6,5,6
5078,11,6,6,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,6,6,6
5078,12,7,7,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,7,5,7
5078,13,7,7,1092.279541,confidential,1,18,1,0,MAISTHAN,11,0,7,5,7
5078,14,8,8,1092.279541,confidential,1,18,1,0,maisthan,11,0,8,4,8
5078,15,10,10,1092.279541,confidential,1,18,1,0,maisthan,11,0,10,6,10
5079,1,2,2,1092.279541,confidential,1,18,1,0,,2,0,2,2,2
5079,2,3,3,1092.279541,confidential,1,18,1,0,,2,0,3,2,3
5079,3,3,3,1092.279541,confidential,1,18,1,0,,2,0,3,3,3
5079,4,4,4,1092.279541,confidential,1,18,1,0,,2,0,4,4,4
5079,5,4,4,1092.279541,confidential,1,18,1,0,,2,0,4,3,4
5079,6,5,5,1092.279541,confidential,2,18,1,0,,2,0,5,5,5
5079,7,5,5,1092.279541,confidential,1,18,1,0,,2,0,5,5,5
5079,8,5,5,1092.279541,confidential,1,18,1,0,,2,0,5,4,5
5079,9,5,5,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,5,5,5
5079,10,5,5,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,5,4,5
5079,11,6,6,1092.279541,confidential,1,18,1,0,rAMNAGAR,2,0,6,6,6
5079,12,7,7,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,7,5,7
5079,13,7,7,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,7,6,7
5079,14,10,10,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,10,9,10
5079,15,10,10,1092.279541,confidential,1,18,1,0,Ramnagar,2,0,10,7,10
5080,1,2,2,1318.328491,confidential,1,18,2,0,sundarpur,9,0,2,2,2
5080,2,3,3,1318.328491,confidential,1,18,2,0,shreepur,9,0,3,2,3
5080,3,4,4,1318.328491,confidential,1,18,2,0,shreepur,9,0,4,3,4
5080,4,4,4,1318.328491,confidential,1,18,2,0,shreepur,9,0,4,3,4
5080,5,5,5,1318.328491,confidential,1,18,2,0,shreepur,9,0,5,5,5
5080,6,5,5,1318.328491,confidential,1,18,2,0,shreepur,9,0,5,5,5
5080,7,6,6,1318.328491,confidential,1,18,2,0,shreepur,9,0,6,6,6
5080,8,6,6,1318.328491,confidential,1,18,2,0,shreepur,9,0,6,4,6
5080,9,7,7,1318.328491,confidential,1,18,2,0,shreepur,9,0,7,7,7
5080,10,7,7,1318.328491,confidential,1,18,2,0,shreepur,9,0,7,5,7
5080,11,8,8,1318.328491,confidential,1,18,2,0,shibanagar,9,0,8,8,8
5080,12,9,9,1318.328491,confidential,1,18,2,0,shibanagar,9,0,9,9,9
5080,13,10,10,1318.328491,confidential,1,18,2,0,shibanagar,9,0,10,10,10
5080,14,11,11,1318.328491,confidential,1,18,2,0,shibanagar,9,0,11,11,11
5080,15,12,12,1318.328491,confidential,1,18,2,0,shibanagar,9,0,12,12,12
5081,1,2,2,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,2,2,2
5081,2,2,2,1092.279541,confidential,1,19,1,0,bhaktipur,1,0,2,2,2
5081,3,3,3,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,3,3,3
5081,4,3,3,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,3,3,3
5081,5,4,4,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,4,4,4
5081,6,4,4,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,4,4,4
5081,7,5,5,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,5,5,5
5081,8,5,5,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,5,4,5
5081,9,5,5,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,5,4,5
5081,10,6,6,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,6,5,6
5081,11,6,6,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,6,6,6
5081,12,6,6,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,6,6,6
5081,13,7,7,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,7,5,7
5081,14,8,8,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,8,8,8
5081,15,10,10,1092.279541,confidential,1,19,1,0,BHAKTIPUR,1,0,10,9,10
5082,1,2,2,1092.279541,confidential,1,19,1,0,hajariya,2,0,2,2,2
5082,2,3,3,1092.279541,confidential,1,19,1,0,hajariya,2,0,3,3,3
5082,3,4,4,1092.279541,confidential,1,19,1,0,hajariya,2,0,4,4,4
5082,4,5,5,1092.279541,confidential,1,19,1,0,,2,0,5,3,5
5082,5,5,5,1092.279541,confidential,1,19,1,0,hajariya,2,0,5,4,5
5082,6,5,5,1092.279541,confidential,1,19,1,0,hajariya,2,0,5,5,5
5082,7,6,6,1092.279541,confidential,1,19,1,0,hajariya,2,0,6,3,6
5082,8,6,6,1092.279541,confidential,1,19,1,0,hajarira,2,0,6,6,6
5082,9,6,6,1092.279541,confidential,1,19,1,0,hajariya,2,0,6,6,6
5082,10,7,7,1092.279541,confidential,1,19,1,0,hajariya,2,0,7,6,7
5082,11,8,8,1092.279541,confidential,1,19,1,0,hajariya,2,0,8,7,8
5082,12,8,8,1092.279541,confidential,1,19,1,0,hajariya,2,0,8,8,8
5082,13,10,10,1092.279541,confidential,1,19,1,0,hajariya,2,0,10,9,10
5082,14,11,11,1092.279541,confidential,1,19,1,0,hajariya,2,0,11,10,11
5082,15,12,12,1092.279541,confidential,1,19,1,0,hajariya,2,0,12,12,12
5083,1,2,2,1318.328491,confidential,1,19,2,0,,5,0,2,2,2
5083,2,3,3,1318.328491,confidential,1,19,2,0,HARIPURWA,5,0,3,3,3
5083,3,3,3,1318.328491,confidential,2,19,2,0,HARIPURWA,5,0,3,3,3
5083,4,4,4,1318.328491,confidential,1,19,2,0,HARIPURWA,5,0,4,4,4
5083,5,4,4,1318.328491,confidential,1,19,2,0,,5,0,4,4,4
5083,6,5,5,1318.328491,confidential,1,19,2,0,HARIPURWA,5,0,5,4,5
5083,7,5,5,1318.328491,confidential,1,19,2,0,,5,0,5,5,5
5083,8,5,5,1318.328491,confidential,1,19,2,0,,5,0,5,4,5
5083,9,5,5,1318.328491,confidential,1,19,2,0,,5,0,5,4,5
5083,10,6,6,1318.328491,confidential,1,19,2,0,,5,0,6,6,6
5083,11,6,6,1318.328491,confidential,1,19,2,0,,5,0,6,5,6
5083,12,8,8,1318.328491,confidential,1,19,2,0,,5,0,8,5,8
5083,13,10,10,1318.328491,confidential,1,19,2,0,Haripurba,5,0,10,8,10
5083,14,10,10,1318.328491,confidential,2,19,2,0,Haripurwa,5,0,10,9,10
5083,15,10,10,1318.328491,confidential,1,19,2,0,Haripurwa,5,0,10,9,10
5084,1,2,2,1318.328491,confidential,2,19,2,0,,5,0,2,1,2
5084,2,3,3,1318.328491,confidential,2,19,2,0,,5,0,3,3,3
5084,3,4,4,1318.328491,confidential,1,19,2,0,,5,0,4,3,4
5084,4,4,4,1318.328491,confidential,1,19,2,0,,5,0,4,4,4
5084,5,5,5,1318.328491,confidential,1,19,2,0,,5,0,5,5,5
5084,6,5,5,1318.328491,confidential,1,19,2,0,,5,0,5,5,5
5084,7,6,6,1318.328491,confidential,1,19,2,0,,5,0,6,5,6
5084,8,6,6,1318.328491,confidential,1,19,2,0,,5,0,6,6,6
5084,9,7,7,1318.328491,confidential,1,19,2,0,,5,0,7,6,7
5084,10,7,7,1318.328491,confidential,1,19,2,0,,5,0,7,7,7
5084,11,8,8,1318.328491,confidential,1,19,2,0,,5,0,8,6,8
5084,12,8,8,1318.328491,confidential,1,19,2,0,,5,0,8,8,8
5084,13,9,9,1318.328491,confidential,1,19,2,0,,5,0,9,9,9
5084,14,10,10,1318.328491,confidential,1,19,2,0,,5,0,10,7,10
5084,15,12,12,1318.328491,confidential,1,19,2,0,,5,0,12,12,12
5085,1,2,2,1318.328491,confidential,1,19,2,0,,1,0,2,2,2
5085,2,3,3,1318.328491,confidential,1,19,2,0,,1,0,3,3,3
5085,3,4,4,1318.328491,confidential,2,19,2,0,,1,0,4,4,4
5085,4,5,5,1318.328491,confidential,1,19,2,0,,1,0,5,5,5
5085,5,5,5,1318.328491,confidential,1,19,2,0,,1,0,5,5,5
5085,6,5,5,1318.328491,confidential,1,19,2,0,,1,0,5,5,5
5085,7,6,6,1318.328491,confidential,1,19,2,0,,1,0,6,6,6
5085,8,6,6,1318.328491,confidential,1,19,2,0,,1,0,6,6,6
5085,9,7,7,1318.328491,confidential,1,19,2,0,,1,0,7,7,7
5085,10,7,7,1318.328491,confidential,1,19,2,0,,1,0,7,7,7
5085,11,8,8,1318.328491,confidential,1,19,2,0,,1,0,8,8,8
5085,12,8,8,1318.328491,confidential,1,19,2,0,,1,0,8,8,8
5085,13,10,10,1318.328491,confidential,1,19,2,0,,1,0,10,10,10
5085,14,11,11,1318.328491,confidential,1,19,2,0,,1,0,11,11,11
5085,15,12,12,1318.328491,confidential,1,19,2,0,,1,0,12,12,12
5086,1,2,2,1318.328491,confidential,1,19,2,0,Mohanpur,4,0,2,2,2
5086,2,2,2,1318.328491,confidential,2,19,2,0,Mohanpur,4,0,2,1,2
5086,3,3,3,1318.328491,confidential,1,19,2,0,MOHANPUR,4,0,3,3,3
5086,4,4,4,1318.328491,confidential,1,19,2,0,MOHANPUR,4,0,4,4,4
5086,5,4,4,1318.328491,confidential,1,19,2,0,MOHANPUR,4,0,4,4,4
5086,6,4,4,1318.328491,confidential,1,19,2,0,MOHANOUR,4,0,4,4,4
5086,7,4,4,1318.328491,confidential,1,19,2,0,MOHANPUR,4,0,4,4,4
5086,8,5,5,1318.328491,confidential,1,19,2,0,MOHANOUR,4,0,5,4,5
5086,9,5,5,1318.328491,confidential,1,19,2,0,MOHANPUR,4,0,5,5,5
