hhid,code,consumed,source,Category,province,residence_type
VXTI-iTEM-0FYZ-UWsT,906,yes,gifted,Sugary foods/beverages,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,909,yes,gifted,Miscellaneous,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,910,yes,purchased,Cereals,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,911,yes,purchased,Miscellaneous,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,912,yes,purchased,Cereals,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,913,yes,ownproduced,Miscellaneous,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,5022,yes,ownproduced,Fish,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,5032,yes,gifted,Fish,Bulawayo,Urban
VXTI-iTEM-0FYZ-UWsT,5122,yes,purchased,Fish,Bulawayo,Urban
cq7F-yGFx-vRDB-U4Y0,102,yes,gifted,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,105,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,106,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,108,yes,gifted,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,111,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,113,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,114,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,115,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,116,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,118,yes,gifted,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,201,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,202,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,203,yes,gifted,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,204,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,206,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,301,yes,purchased,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,302,yes,gifted,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,307,yes,ownproduced,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,308,yes,purchased,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,312,yes,ownproduced,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,313,yes,purchased,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,401,yes,purchased,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,402,yes,purchased,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,403,yes,gifted,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,405,yes,purchased,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,406,yes,ownproduced,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,407,yes,ownproduced,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,409,yes,purchased,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,410,yes,gifted,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,412,yes,ownproduced,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,413,yes,purchased,Vegetables,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,505,yes,gifted,Meat,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,506,yes,gifted,Meat,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,508,yes,gifted,Meat,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,510,yes,purchased,Meat,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,511,yes,ownproduced,Meat,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,601,yes,purchased,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,602,yes,purchased,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,603,yes,purchased,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,604,yes,gifted,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,605,yes,gifted,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,607,yes,ownproduced,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,608,yes,gifted,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,610,yes,purchased,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,703,yes,purchased,Fats & oils,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,705,yes,gifted,Milk & milk products,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,706,yes,ownproduced,Milk & milk products,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,707,yes,purchased,Milk & milk products,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,708,yes,gifted,Milk & milk products,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,801,yes,purchased,Sugary foods/beverages,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,803,yes,purchased,Fats & oils,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,811,yes,ownproduced,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,812,yes,gifted,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,813,yes,gifted,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,815,yes,ownproduced,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,816,yes,purchased,Sugary foods/beverages,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,821,yes,gifted,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,823,yes,gifted,Eggs,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,826,yes,purchased,Fish,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,827,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,828,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,830,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,833,yes,gifted,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,834,yes,gifted,Legumes & nuts,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,835,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,836,yes,purchased,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,838,yes,gifted,Roots & tubers,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,901,yes,ownproduced,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,902,yes,purchased,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,903,yes,purchased,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,905,yes,purchased,Fruits,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,907,yes,purchased,Sugary foods/beverages,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,908,yes,gifted,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,909,yes,purchased,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,910,yes,ownproduced,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,912,yes,gifted,Cereals,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,914,yes,gifted,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,915,yes,ownproduced,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,916,yes,gifted,Miscellaneous,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,5023,yes,gifted,Fish,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,5032,yes,gifted,Fish,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,5033,yes,gifted,Fish,Mashonaland East,Rural
cq7F-yGFx-vRDB-U4Y0,5122,yes,gifted,Fish,Mashonaland East,Rural
cfdU-i9FL-H6YV-4cGi,101,yes,gifted,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,102,yes,gifted,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,103,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,105,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,109,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,110,yes,gifted,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,114,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,117,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,118,yes,gifted,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,203,yes,purchased,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,205,yes,gifted,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,208,yes,gifted,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,209,yes,purchased,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,305,yes,purchased,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,310,yes,ownproduced,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,311,yes,ownproduced,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,312,yes,ownproduced,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,313,yes,purchased,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,401,yes,gifted,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,402,yes,purchased,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,403,yes,purchased,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,405,yes,purchased,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,406,yes,ownproduced,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,410,yes,ownproduced,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,413,yes,purchased,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,414,yes,gifted,Vegetables,Harare,Rural
cfdU-i9FL-H6YV-4cGi,506,yes,purchased,Meat,Harare,Rural
cfdU-i9FL-H6YV-4cGi,510,yes,ownproduced,Meat,Harare,Rural
cfdU-i9FL-H6YV-4cGi,603,yes,ownproduced,Fruits,Harare,Rural
cfdU-i9FL-H6YV-4cGi,607,yes,purchased,Fruits,Harare,Rural
cfdU-i9FL-H6YV-4cGi,608,yes,purchased,Fruits,Harare,Rural
cfdU-i9FL-H6YV-4cGi,609,yes,ownproduced,Fruits,Harare,Rural
cfdU-i9FL-H6YV-4cGi,610,yes,gifted,Fruits,Harare,Rural
cfdU-i9FL-H6YV-4cGi,701,yes,ownproduced,Milk & milk products,Harare,Rural
cfdU-i9FL-H6YV-4cGi,702,yes,purchased,Milk & milk products,Harare,Rural
cfdU-i9FL-H6YV-4cGi,704,yes,ownproduced,Fats & oils,Harare,Rural
cfdU-i9FL-H6YV-4cGi,707,yes,ownproduced,Milk & milk products,Harare,Rural
cfdU-i9FL-H6YV-4cGi,708,yes,ownproduced,Milk & milk products,Harare,Rural
cfdU-i9FL-H6YV-4cGi,709,yes,gifted,Milk & milk products,Harare,Rural
cfdU-i9FL-H6YV-4cGi,803,yes,ownproduced,Fats & oils,Harare,Rural
cfdU-i9FL-H6YV-4cGi,811,yes,ownproduced,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,812,yes,gifted,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,813,yes,ownproduced,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,815,yes,purchased,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,816,yes,purchased,Sugary foods/beverages,Harare,Rural
cfdU-i9FL-H6YV-4cGi,817,yes,purchased,Sugary foods/beverages,Harare,Rural
cfdU-i9FL-H6YV-4cGi,822,yes,ownproduced,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,826,yes,purchased,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,829,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,830,yes,ownproduced,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,832,yes,ownproduced,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,833,yes,purchased,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,835,yes,purchased,Cereals,Harare,Rural
cfdU-i9FL-H6YV-4cGi,837,yes,gifted,Legumes & nuts,Harare,Rural
cfdU-i9FL-H6YV-4cGi,838,yes,purchased,Roots & tubers,Harare,Rural
cfdU-i9FL-H6YV-4cGi,901,yes,purchased,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,903,yes,purchased,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,907,yes,ownproduced,Sugary foods/beverages,Harare,Rural
cfdU-i9FL-H6YV-4cGi,908,yes,purchased,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,909,yes,gifted,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,913,yes,purchased,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,914,yes,ownproduced,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,916,yes,gifted,Miscellaneous,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5021,yes,purchased,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5022,yes,purchased,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5023,yes,ownproduced,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5031,yes,gifted,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5033,yes,purchased,Fish,Harare,Rural
cfdU-i9FL-H6YV-4cGi,5123,yes,gifted,Fish,Harare,Rural
Zo2Y-3fqk-xYbC-Pr6Y,104,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,105,yes,ownproduced,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,106,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,107,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,108,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,111,yes,gifted,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,113,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,114,yes,gifted,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,115,yes,ownproduced,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,116,yes,gifted,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,118,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,201,yes,ownproduced,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,204,yes,purchased,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,205,yes,gifted,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,207,yes,gifted,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,208,yes,gifted,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,209,yes,gifted,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,301,yes,purchased,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,302,yes,ownproduced,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,303,yes,gifted,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,307,yes,ownproduced,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,309,yes,gifted,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,310,yes,ownproduced,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,312,yes,purchased,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,313,yes,purchased,Legumes & nuts,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,401,yes,ownproduced,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,402,yes,gifted,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,403,yes,ownproduced,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,404,yes,ownproduced,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,410,yes,gifted,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,412,yes,purchased,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,413,yes,ownproduced,Vegetables,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,504,yes,ownproduced,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,505,yes,gifted,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,506,yes,ownproduced,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,509,yes,gifted,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,511,yes,gifted,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,512,yes,purchased,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,514,yes,ownproduced,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,522,yes,purchased,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,601,yes,purchased,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,602,yes,ownproduced,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,604,yes,purchased,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,605,yes,gifted,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,606,yes,ownproduced,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,608,yes,ownproduced,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,610,yes,purchased,Fruits,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,701,yes,ownproduced,Milk & milk products,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,703,yes,purchased,Fats & oils,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,704,yes,purchased,Fats & oils,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,705,yes,purchased,Milk & milk products,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,708,yes,purchased,Milk & milk products,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,801,yes,purchased,Sugary foods/beverages,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,802,yes,ownproduced,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,803,yes,ownproduced,Fats & oils,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,814,yes,ownproduced,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,816,yes,purchased,Sugary foods/beverages,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,817,yes,ownproduced,Sugary foods/beverages,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,820,yes,ownproduced,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,821,yes,purchased,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,823,yes,ownproduced,Eggs,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,824,yes,gifted,Meat,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,826,yes,purchased,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,829,yes,ownproduced,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,831,yes,ownproduced,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,835,yes,purchased,Cereals,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,838,yes,ownproduced,Roots & tubers,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,901,yes,ownproduced,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,903,yes,ownproduced,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,909,yes,gifted,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,911,yes,gifted,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,913,yes,gifted,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,914,yes,gifted,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,916,yes,gifted,Miscellaneous,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5021,yes,purchased,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5022,yes,purchased,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5023,yes,gifted,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5031,yes,gifted,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5033,yes,ownproduced,Fish,Masvingo,Urban
Zo2Y-3fqk-xYbC-Pr6Y,5123,yes,ownproduced,Fish,Masvingo,Urban
xlct-G1JF-4dcD-J318,101,yes,gifted,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,102,yes,gifted,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,105,yes,ownproduced,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,107,yes,purchased,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,108,yes,purchased,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,115,yes,ownproduced,Cereals,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,204,yes,purchased,Roots & tubers,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,205,yes,ownproduced,Roots & tubers,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,206,yes,gifted,Roots & tubers,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,208,yes,ownproduced,Roots & tubers,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,301,yes,ownproduced,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,306,yes,gifted,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,307,yes,ownproduced,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,308,yes,purchased,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,309,yes,purchased,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,310,yes,ownproduced,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,311,yes,purchased,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,312,yes,purchased,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,313,yes,ownproduced,Legumes & nuts,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,403,yes,purchased,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,404,yes,gifted,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,406,yes,purchased,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,407,yes,gifted,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,409,yes,gifted,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,410,yes,ownproduced,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,411,yes,ownproduced,Vegetables,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,501,yes,gifted,Eggs,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,504,yes,purchased,Meat,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,505,yes,gifted,Meat,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,510,yes,gifted,Meat,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,511,yes,purchased,Meat,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,512,yes,gifted,Fish,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,514,yes,ownproduced,Fish,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,522,yes,gifted,Meat,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,607,yes,purchased,Fruits,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,608,yes,purchased,Fruits,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,609,yes,purchased,Fruits,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,701,yes,purchased,Milk & milk products,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,703,yes,purchased,Fats & oils,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,704,yes,gifted,Fats & oils,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,705,yes,ownproduced,Milk & milk products,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,706,yes,gifted,Milk & milk products,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,801,yes,purchased,Sugary foods/beverages,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,803,yes,gifted,Fats & oils,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,804,yes,gifted,Sugary foods/beverages,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,810,yes,ownproduced,Miscellaneous,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,811,yes,ownproduced,Miscellaneous,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,812,yes,purchased,Miscellaneous,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,814,yes,gifted,Miscellaneous,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,815,yes,gifted,Miscellaneous,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,816,yes,ownproduced,Sugary foods/beverages,Matabeleland South,Urban
xlct-G1JF-4dcD-J318,817,yes,gifted,Sugary foods/beverages,Matabeleland South,Urban
