"","food_ID","Food_Name","Food_Group","ENERCkcal","PROCNTg","FAT_g","FASATg","CHOCDFg","FIB_g","PHYTACmg","CAmg","CUmg","MNmg","MGmg","Kmg","NAmg","ZNmg","Pmg","FEmg"
"156","205","Beef liver, raw","Meat, poultry and fish",135,20.4,"3.6",1.2,"3.9",0,0,5,0.8,0.3,18,313,69,"4",387,4.9
"157","204","Beef, boneless","Meat, poultry and fish",267,16.9,"21.6",10.4,"0",0,0,3,0.1,0,15,230,36,"2.7",132,1.1
"158","201","Beef, liver, cooked","Meat, poultry and fish",191,29.1,"5.3",1.7,"5.0999999999999996",0,0,6,14.6,0.4,23,351,77,"5.2",485,6.2
"159","202","Beef, medium fat, cooked","Meat, poultry and fish",323,24.9,"24",11.4,"0",0,0,4,0.1,0,23,340,53,"4.0999999999999996",194,1.7
"160","203","Beef, tripe","Meat, poultry and fish",83,14.5,"2.4",0.9,"0",0,0,3,0.1,0,14,198,31,"2.4",113,1
"161","206","Chicken liver","Meat, poultry and fish",167,24.5,"6.5",2.1,"0.9",0,0,14,0.4,0.3,21,140,51,"4.3",312,8.5
"162","208","Chicken, raw","Meat, poultry and fish",200,18.8,"13.2",3.6,"0",0,0,9,0.1,0,14,127,51,"1.3",126,1
"163","306","Egg yolk","Meat, poultry and fish",278,19.2,"20.7",5.6,"2.2999999999999998",0,0,96,0.1,0.1,26,333,219,"2.1",330,5.9
"164","307","Egg, chicken","Meat, poultry and fish",155,12.6,"10.6",3.3,"1.1000000000000001",0,0,50,0,0,10,126,124,"1.1000000000000001",172,1.2
"165","308","Fish, dried, cod","Meat, poultry and fish",368,79.8,"3.2",0.7,"0",0,0,49,0.1,0.1,147,854,273,"2.1",483,1.8
"166","309","Fish, dried, fresh water","Meat, poultry and fish",335,58.6,"9.4",2,"0",0,0,1700,0.5,2.1,140,953,312,"5.2",1300,2.5
"167","220","Fish, fresh","Meat, poultry and fish",98,18.1,"2.4",0.5,"0",0,0,7,0,0,21,122,39,"0.3",69,0.3
"168","310","Fish, high fat","Meat, poultry and fish",103,10.6,"6.8",1.9,"0",0,0,17,0.1,0,17,192,88,"0.3",125,0.5
"169","311","Fish, raw","Meat, poultry and fish",112,21.4,"2.2999999999999998",0.3,"0",0,0,48,0,0,86,461,55,"0.4",228,0.9
"170","312","Fish, sardines","Meat, poultry and fish",112,21.4,"2.2999999999999998",0.3,"0",0,0,48,0,0,86,461,55,"0.4",228,0.9
"171","313","Fish, small, dried, fresh water","Meat, poultry and fish",335,58.6,"9.4",2,"0",0,0,1700,0.5,2.1,140,953,312,"5.2",1300,2.5
"172","314","Fish, small, fresh, fresh water","Meat, poultry and fish",84,14.8,"2.2999999999999998",0.6,"0",0,0,9,0,0,22,335,40,"0.5",243,0.3
"173","319","Fish, smoked, dried-AP","Meat, poultry and fish",177,38.5,"1.5",0.3,"0",0,0,24,0.1,0,71,412,132,"1",233,0.8
"174","320","Fish, smoked, dried-EP","Meat, poultry and fish",306,66.4,"2.5",0.5,"0",0,0,41,0.1,0,122,710,227,"1.7",402,1.4
"175","315","Goat meat","Meat, poultry and fish",269,24.9,"18",8.4,"0",0,0,4,0.1,0,23,340,53,"4.0999999999999996",194,1.7
"176","316","Mutton, meat","Meat, poultry and fish",269,24.9,"18",8.4,"0",0,0,4,0.1,0,23,340,53,"4.0999999999999996",194,1.7
"177","317","Pork, medium fat, cooked","Meat, poultry and fish",537,19.6,"50.2",19.3,"0",0,0,18,0.1,0,17,251,44,"2.1",165,0.8
"178","318","Sausage","Meat, poultry and fish",369,19.7,"31.2",10.8,"1",0,0,32,0.1,0.1,17,361,1294,"2.5",184,1.3
"179","552","Beef relish with coconut milk","Meat, poultry and fish-based local dishes",143,10.2,"10.199999999999999",5.1,"2",0.2,14.1,1.9,0.1,0.1,12.5,186.8,100.1,"1.7",85.6,0.8
"180","578","Beef relish without oil","Meat, poultry and fish-based local dishes",168.6,12.6,"11.9",5.6,"2.2000000000000002",0.4,1,5.8,0.1,0,14.6,225.7,28,"2.1",104.3,0.9
"181","551","Beef relish with oil","Meat, poultry and fish-based local dishes",210.7,12.4,"17",10.1,"1,9",0.3,1,5.7,0.4,0.4,10.7,170.8,19.8,"1.4",75.5,0.6
"182","577","Beef, fried","Meat, poultry and fish-based local dishes",813.2,25.1,"80",59.9,"2.2000000000000002",0.5,0,15.3,0.1,0.1,26.7,396.7,828.6,"4.2",205,1.9
"183","576","Beef, ground, relish","Meat, poultry and fish-based local dishes",247.8,12.8,"21.1",13.5,"1.9",0.4,2,4.6,0.1,0,15.6,251.5,107.1,"2.1",106.4,1
"184","574","Chicken, boiled or roasted","Meat, poultry and fish-based local dishes",285,26.9,"18.899999999999999",5.1,"0",0,0,13,0.1,0,20,182,73,"1.8",180,1.4
"185","554","Chicken relish without oil","Meat, poultry and fish-based local dishes",202.3,18.5,"12.8",3.5,"2.1",0.4,0.9,13.9,0.1,0.1,19.6,204.2,63,"1.5",158.5,1.2
"186","573","Chicken relish with coconut milk","Meat, poultry and fish-based local dishes",137.2,6.1,"11.8",8,"2.2999999999999998",0.6,29.9,6.9,0.1,0.2,10.8,146.9,249.7,"0.5",55.2,0.7
"187","556","Chicken relish with oil","Meat, poultry and fish-based local dishes",188.9,6.2,"13.3",9.5,"13.3",2.1,3,7.3,0.1,0.1,10.4,155.6,20.5,"0.5",54.2,0.5
"188","207","Chicken, fried","Meat, poultry and fish-based local dishes",314.9,18.8,"26.5",15.1,"0",0,0,9.6,0.1,0,14,127.1,567.3,"1.3",126,1
"189","571","Egg boiled","Meat, poultry and fish-based local dishes",155,12.6,"10.6",3.3,"1.1000000000000001",0,0,50,0,0,10,126,124,"1.1000000000000001",172,1.2
"190","561","Egg, fried","Meat, poultry and fish-based local dishes",245.2,11.8,"21.6",13.2,"1",0,0,47.3,0,0,9.4,117.7,632.1,"1",160.5,1.1
"191","565","Fish, fresh, stew","Meat, poultry and fish-based local dishes",85,5.4,"6.6",5.1,"1.4",0.3,1.9,3.6,0,0,9.5,105.3,14,"0.1",27.4,0.3
"192","566","Fish relish without oil","Meat, poultry and fish-based local dishes",76.5,8.2,"4.5",2.9,"2.4",0.9,1.5,59.9,0,0.1,15.7,185.2,26.6,"0.4",111.7,0.3
"193","567","Fish relish with coconut milk","Meat, poultry and fish-based local dishes",138.4,11.7,"9.3000000000000007",7.1,"2.5",0.9,54.9,272.7,0.2,0.6,31.5,273.2,58.8,"1.1000000000000001",254.3,0.9
"194","564","Fish relish with oil","Meat, poultry and fish-based local dishes",253.6,21.2,"17.899999999999999",13.2,"2.2000000000000002",0.5,1.6,500,0.2,0.7,46.3,374.5,96.6,"1.6",406.1,0.9
"195","569","Fish, fried","Meat, poultry and fish-based local dishes",230.1,17.8,"17.8",13.7,"0",0,0,10.8,0,0,26.4,402,48,"0.6",291.6,0.4
"196","563","Fish, fried, relish","Meat, poultry and fish-based local dishes",183.5,6.5,"17.5",14.5,"1.3",0.7,15.6,6.5,0,0.1,13.2,203,19.4,"0.3",113.2,0.4
"197","579","Liver relish","Meat, poultry and fish-based local dishes",103.5,13.7,"69.400000000000006",1.3,"2.8",24.4,2.2,6.5,2.5,0.3,12.9,156.4,43.1,"3.4",228.2,3.8
"198","580","Liver, fried","Meat, poultry and fish-based local dishes",175,26.5,"4.7",1.5,"5.2",0,113,6,14.6,6.3,22,351,77,"5.2",485,6.1
"199","570","Meat samosa","Meat, poultry and fish-based local dishes",280,11.6,"11.8",3.5,"30.5",1.1,0,7,0.1,0.3,16,145,17,"1.5",101,1
"200","572","Meat, barbecued","Meat, poultry and fish-based local dishes",343,24,"26.7",10.6,"0",0,5.2,3,0.1,0,14,214,33,"2.6",122,1.1
"201","562","Omelet, spanish","Meat, poultry and fish-based local dishes",274.7,8,"26.6",19.7,"1.7",0.2,38.8,33.8,0,0,8.7,120.1,423.2,"0.7",113,0.8
"202","575","Omelet, spanish with potato","Meat, poultry and fish-based local dishes",185.5,5.3,"14.2",10.5,"9.6999999999999993",0.8,234.2,22.1,0.1,0.1,15.1,224.7,50.1,"0.5",83.9,0.7
"203","558","Small dried fish relish with coconut milk","Meat, poultry and fish-based local dishes",258.4,12,"14.6",16.9,"9.4",5.2,15.4,235.8,0.1,0.3,23.5,187.8,42.4,"0.7",182,0.5
"204","560","Small dried fish relish with okra","Meat, poultry and fish-based local dishes",98.7,7.8,"6.8",5.1,"1.9",0.7,2.3,233.9,0.3,1,41.5,382.3,58.9,"1.3",263.6,1.6
"205","557","Small dried fish with tomatoes and oil","Meat, poultry and fish-based local dishes",100.1,7.7,"6.9",5.1,"2.2000000000000002",0.5,0.1,1139.1,0.3,1.4,100.5,771.6,213,"3.5",884,1.9
"206","559","Small dried fish, fried","Meat, poultry and fish-based local dishes",449.9,58.6,"13.5",4.4,"0",0,0,1700.4,0.5,2.1,140,953.1,656.2,"5.2",1300,2.5
"207","261","Cheese, chedder","Milk and milk products",403,24.9,"33.1",21.1,"1.3",0,0,721,0,0,28,98,621,"3.1",512,0.7
"208","258","Cheese, cream","Milk and milk products",349,7.6,"34.9",21.9,"2.7",0,0,80,0,0,6,119,296,"0.5",104,1.2
"209","259","Cheese, mozarella","Milk and milk products",300,22.2,"22.3",13.2,"2.2000000000000002",0,0,505,0,0,20,76,627,"2.9",354,0.4
"210","251","Ice cream","Milk and milk products",126,4.9,"2.5",1.6,"21.8",0,0,124,0,0,12,151,59,"0.4",99,0.1
"211","252","Infant formula, Lactogen","Milk and milk products",464,21.6,"19",11.7,"51.6",0,0,770,0.3,33,70,970,320,"3.5",600,8
"212","253","Milk, condensed, sweetened","Milk and milk products",320,7.8,"8.6999999999999993",5.3,"54.5",0,0,300,0,0,28,349,122,"0.9",234,0.2
"213","257","Milk, condensed, evaported, without vitamin A","Milk and milk products",134,6.8,"7.6",4.6,"10",0,0,261,0,0,24,303,106,"0.8",203,0.2
"214","260","Milk powder, non-fat, without vitamin A","Milk and milk products",362,36.2,"0.7",0.5,"52",0,0,1257,0,0,110,1794,535,"4.0999999999999996",968,0.3
"215","254","Milk powder, full-cream","Milk and milk products",496,26.3,"26.7",16.7,"38.4",0,0,851,0,0,81,1036,407,"3",681,0.7
"216","255","Milk whole, 0.0325 milk fat","Milk and milk products",60,3.2,"3.3",1.9,"4.5",0,0,115,0,0,11,140,55,"0.4",92,0.1
"217","256","Yogurt, plain, whole milk","Milk and milk products",61,3.5,"3.3",2.1,"4.7",0,0,121,0,0,12,155,0,"0",95,0
"218","1102","Butter refined-ghee","Oils and fats",876,0.3,"99.5",61.9,"0",0,0,8,0,0,1,9,273,"0",8,0.1
"219","1101","Butter with salt","Oils and fats",717,0.9,"81.099999999999994",51.4,"0",0,0,17,0,0,2,24,576,"0.1",24,0
"220","1105","Coconut cream","Oils and fats",330,3.6,"34.700000000000003",30.7,"6.7",2.2,324,11,0.4,1.3,28,325,4,"1",122,2.3
"221","1114","Coconut meat, raw","Oils and fats",354,3.3,"33.5",29.7,"15.2",9,324,14,0.4,1.5,32,356,20,"1.1000000000000001",113,2.4
"222","1104","Coconut milk and water","Oils and fats",106,1,"10.1",8.9,"4.5999999999999996",2.7,97,4,0.1,0.5,10,107,6,"0.3",34,0.7
"223","1103","Coconut oil","Oils and fats",862,0,"100",86.9,"0",0,0,0,0,0,0,0,0,"0",0,0
"224","1115","Coconut water","Oils and fats",19,0.7,"0.2",0.2,"3.7",1.1,0,24,0,0.1,25,250,105,"0.1",20,0.3
"225","1107","Margarine","Oils and fats",716,0,"81",20.3,"0",0,0,0,0,0,0,0,0,"0",0,0
"226","1108","Palm oil","Oils and fats",862,0,"100",81.5,"0",0,0,6,0,0,0,0,0,"0",7,0
"227","1109","Sesame oil","Oils and fats",884,0,"100",16.9,"0",0,0,0,0,0,0,0,0,"0",0,0
"228","1110","Vegetable fat","Oils and fats",884,0,"100",25,"0",0,0,0,0,0,0,0,0,"0",0,0
"229","1111","Vegetable fat, Cowboy","Oils and fats",884,0,"100",25,"0",0,0,0,0,0,0,0,0,"0",0,0
"230","1112","Vegetable fat, Kimbo","Oils and fats",884,0,"100",25,"0",0,0,0,0,0,0,0,0,"0",0,0
"231","1113","Vegetable oil","Oils and fats",862,0,"100",86.5,"0",0,0,0,0,0,0,0,0,"0",0,0
"232","129","Apples, raw, with skin","Fruits and Fruit Juice",52,0.2,"0.2",0,"13.8",2.4,55,6,0,0,5,107,1,"0",11,0.1
"233","101","Avocado, raw, all common variety","Fruits and Fruit Juice",160,2,"14.7",2.1,"8.5",6.7,0,12,0.2,0.1,29,599,7,"0.6",52,0.6
"234","102","Banana, ripe","Fruits and Fruit Juice",89,1.1,"0.3",0.1,"22.8",2.6,0,5,0.1,0.3,27,358,1,"0.2",22,0.3
"235","103","Baobab, pulp","Fruits and Fruit Juice",305,4.2,"1.3",0.4,"77.8",5.1,0,36,0.7,0.3,46,1221,3,"0.3",199,1.9
"236","365","Breadfruit, raw","Fruits and Fruit Juice",103,1.1,"0.2",0,"27.1",4.9,0,17,0.1,0.1,25,490,2,"0.1",30,0.5
"237","131","Custard-apple (bullock’s heart), raw","Fruits and Fruit Juice",101,1.7,"0.6",0,"25.2",2.4,20,23,2.4,0.3,60,414,9,"1.4.",23.4,0.7
"238","133","Date, red, dried","Fruits and Fruit Juice",240,2.6,"0.4",0.2,"63.3",3.2,0,39,0.3,0.3,26,601,10,"0.2",78,1.7
"239","134","Date, yellow","Fruits and Fruit Juice",84,0.3,"0.6",0.1,"21.7",3.8,89,10,0.1,0.1,7,163,0,"0",10,0.3
"240","130","Durian","Fruits and Fruit Juice",147,1.5,"5.3",0,"27.1",3.8,0,6,0.2,0.3,30,436,2,"0.3",39,0.4
"241","104","Grape","Fruits and Fruit Juice",55,0.2,"0.4",0.1,"14.2",2.5,59,7,0,0.1,5,107,0,"0",7,0.2
"242","135","Grapefruit","Fruits and Fruit Juice",33,0.7,"0.1",0,"8.4",1.1,0,12,0.05,0.01,9,148,0,"7.0000000000000007E-2",8,0.06
"243","105","Grapes, pale green","Fruits and Fruit Juice",59,0.2,"0.4",0.1,"15.3",2.7,63,7,0,0.1,5,115,0,"0",7,0.2
"244","106","Guavas, common, raw","Fruits and Fruit Juice",68,2.6,"1",0.3,"14.3",5.4,0,18,0.2,0.2,22,417,2,"0.2",40,0.3
"245","107","Jackfruit, raw","Fruits and Fruit Juice",94,1.5,"0.3",0.1,"24",1.6,0,34,0.2,0.2,37,303,3,"0.4",36,0.6
"246","109","Lemon, raw, without peel","Fruits and Fruit Juice",29,1.1,"0.3",0,"9.3000000000000007",2.8,0,26,0,0,8,138,2,"0.1",16,0.6
"247","110","Limes, raw","Fruits and Fruit Juice",30,0.7,"0.2",0,"10.5",2.8,0,26,0,0,8,138,2,"0.1",16,0.6
"248","111","Mango juice","Fruits and Fruit Juice",54,0.2,"0.1",0,"14.1",0.8,8,4,0.1,0,4,66,1,"0",5,0
"249","112","Mango, ripe, fresh-EP","Fruits and Fruit Juice",65,0.5,"0.3",0.1,"17",1.8,20,10,0.1,0,9,156,2,"0",11,0.1
"250","113","Mango, unripe","Fruits and Fruit Juice",65,0.5,"0.3",0.1,"17",1.8,20,10,0.1,0,9,156,2,"0",11,0.1
"251","108","Orange juice, concentrated, unsweetened","Fruits and Fruit Juice",42,0.6,"0.1",0,"9.9",0.2,0,40,0.1,0,10,181,0,"0.1",14,0.1
"252","114","Orange, raw-AP","Fruits and Fruit Juice",47,0.9,"0.1",0,"11.8",2.4,0,40,0.1,0,10,181,0,"0.1",14,0.1
"253","115","Papaya, ripe","Fruits and Fruit Juice",39,0.6,"0.1",0,"9.8000000000000007",1.8,0,24,0,0,10,257,3,"0.1",5,0.1
"254","116","Papaya, unripe","Fruits and Fruit Juice",39,0.6,"0.1",0,"9.8000000000000007",1.8,0,24,0,0,10,257,3,"0.1",5,0.1
"255","117","Passion, fruit","Fruits and Fruit Juice",43,0.7,"0.1",0,"11.1",2,0,5,0.1,0.1,7,197,0,"0.1",12,0.1
"256","127","Peach","Fruits and Fruit Juice",39,0.6,"0.1",0,"10",1.8,0,6,0.1,0.1,9,190,0,"0.2",20,0.2
"257","118","Pears, raw","Fruits and Fruit Juice",58,0.4,"0.1",0,"15.5",3.1,55,9,0.1,0,0.2,119,1,"0.1",11,0.2
"258","120","Pineapple juice","Fruits and Fruit Juice",49,0.4,"0.4",0,"12.4",1.2,0,7,0.1,1.7,14,113,1,"0.1",7,0.4
"259","119","Pineapple, raw, all variety","Fruits and Fruit Juice",48,0.5,"0.1",0,"12.6",1.4,0,7,0.1,1.7,14,113,1,"0.1",7,0.4
"260","121","Plums, raw","Fruits and Fruit Juice",46,0.7,"0.3",0,"11.4",1.4,63,6,0.1,0.1,7,157,0,"0",16,0.2
"261","128","Raspberry","Fruits and Fruit Juice",52,0.7,"0.4",0,"12.8",5,0,25,0.1,0.7,22,151,1,"0.4",29,0.7
"262","132","Soursop, raw","Fruits and Fruit Juice",66,1,"0.3",0.1,"16.8",3.3,20,14,0.1,0.1,21,278,14,"0.1",27,0.6
"263","122","Tamarind","Fruits and Fruit Juice",270,2.9,"0.5",0.2,"71.2",3.6,0,44,0.3,0.3,30,676,11,"0.3",87,1.9
"264","123","Tamarind, fruit, fresh","Fruits and Fruit Juice",59,0.2,"0.4",0.1,"15.3",2.7,63,7,0,0.1,5,115,0,"0",7,0.2
"265","124","Tangerines, raw","Fruits and Fruit Juice",53,0.8,"0.3",0,"13.3",1.8,0,40,0.1,0,10,181,0,"0.1",14,0.1
"266","125","Watermelon, raw","Fruits and Fruit Juice",30,0.6,"0.2",0,"7.6",0.4,0,7,0,0,10,112,1,"0.1",11,0.2
"267","603","Apple juice","Fruit Based Local Dishes",53,0.1,"0",0,"13.3",0.1,55,2,0,0.2,5,90,2,"0.2",7,0.5
"268","604","Avocado juice","Fruit Based Local Dishes",104.5,0.6,"5",0.8,"15.9",1.9,0,3.7,0.1,0.1,12.6,194.5,3.4,"0.1",13.6,0.3
"269","601","Grape juice","Fruit Based Local Dishes",69.9,0.1,"0.1",0,"18.100000000000001",0.8,19.7,2.5,0,0,1.7,35.9,0.1,"0",2.6,0.1
"270","610","Mixed fruit jam","Fruit Based Local Dishes",261,0.4,"0",0,"69.3",0.8,0,24,0.2,0.1,6,85,15,"0.2",16,1
"271","602","Mixed fruit juice","Fruit Based Local Dishes",45,0.7,"2.2000000000000002",0.3,"6.6",1.9,0,16.6,0.1,0,10.4,190.1,1.9,"0.1",11.2,0.2
"272","607","Papaya juice","Fruit Based Local Dishes",58.3,0.4,"0.1",0,"14.9",1.2,0,16.1,0,0,6.7,172,2.1,"0.1",3.5,0.1
"273","126","Passion juice","Fruit Based Local Dishes",110.1,0.3,"0",0,"28.4",0.8,0,2.2,0,0,2.8,79.3,0.2,"0",5.3,0.1
"274","606","Watermelon juice","Fruit Based Local Dishes",111.8,1.3,"0.9",0.4,"16.2",1.1,0,18,0.1,0.1,24.7,260.4,4.5,"0.2",20.2,0.4
"275","401","Amaranth, leaves, raw","Vegetables",23,8.5,"0.5",0.1,"8.5",4.2,42,96.9,0.2,0.9,55,380.9,6.6,"0.6",50,2.3
"276","424","Bean, cluster","Vegetables",42,2.7,"0.1",0,"7.8",2.8,14,14,0.1,0.3,20,136,2,"0.6",59,0.8
"277","425","Bean, french","Vegetables",35,1.9,"0.3",0.1,"7.9",3.2,91,46,0.1,0.3,25,299,3,"0.4",39,1.3
"278","431","Cabbage, chinese, raw","Vegetables",15,2.3,"0.2",0,"2.1",2,42,74,0.1,0.3,15,202,16,"0.2",41,1.1
"279","402","Cabbage, cooked","Vegetables",14,0.6,"0.3",0.1,"2.8",1.8,0,20,0,0.1,5,61,5,"0.1",9,0.1
"280","403","Cabbage, raw, green, white","Vegetables",25,1.3,"0.1",0,"5.8",2.5,0,40,0,0.2,12,170,18,"0.2",26,0.5
"281","430","Carrot, juice","Vegetables",45,1.1,"0.2",0,"10.5",3.3,9,31,0.1,0.8,13,227,66,"0.3",30,0.6
"282","404","Carrots, raw","Vegetables",41,0.9,"0.2",0,"9.6",2.8,9,33,0,0.1,12,320,69,"0.2",35,0.3
"283","409","Cassava leaf","Vegetables",37,3.7,"0.2",0,"7.3",0.6,42,211,0.2,0.1,62,550,11,"0.4",72,3.1
"284","405","Cauliflower, cooked without salt","Vegetables",12,0.7,"0.1",0,"2.6",1.1,0,23,0,0.1,7,121,9,"0.1",11,0.3
"285","406","Cauliflower, raw","Vegetables",25,2,"0.1",0,"5.3",2.5,0,22,0,0.2,15,303,30,"0.3",44,0.4
"286","427","Chili, green","Vegetables",21,0.9,"0.1",0,"5.0999999999999996",1.3,35,12,0.1,0.1,11,150,12,"0.2",27,0.6
"287","410","Cowpea leaf","Vegetables",37,9.3,"0.8",0,"7.3",3.3,42,49.7,0.2,0.1,62,248,5.7,"1.4",72,0.8
"288","407","Cucumber, with peel, raw","Vegetables",15,0.7,"0.1",0,"3.6",0.5,0,16,0,0.1,13,147,2,"0.2",21,0.3
"289","408","Egg plant, raw","Vegetables",24,1,"0.2",0,"5.7",3.4,0,9,0.1,0.3,14,230,2,"0.1",25,0.4
"290","411","Green medium, leaf","Vegetables",15,2.3,"0.2",0,"2.1",2,42,74,0.1,0.3,15,202,16,"0.2",41,1.1
"291","429","Green pepper (capsicum)","Vegetables",19,0,"0",4.5,"0.3",0,70,10,0,0.1,10,131,10,"0.2",23,0.5
"292","426","Hare lettuce, (mchunga)","Vegetables",10.7,1,"0.3",0,"1",0.4,42,66.7,0.1,0.3,44.8,21.3,14.5,"0.2",2.8,1.7
"293","414","Lettuce","Vegetables",13,1,"0.2",0,"2.1",1.4,0,19,0,0.2,9,158,9,"0.2",20,0.5
"294","415","Mushroom","Vegetables",27,2.2,"0.5",0.1,"5.0999999999999996",2.2,0,3,0.3,0,9,318,5,"0.5",86,0.5
"295","416","Okra, raw","Vegetables",31,2,"0.1",0,"7",3.2,77,81,0.1,1,57,303,0.6,"0.6",63,0.8
"296","417","Onion, raw","Vegetables",40,1.3,"0.2",0,"9.1999999999999993",1.3,0,23,0,0.1,10,146,4,"0.2",29,0.2
"297","418","Pea, green, fresh","Vegetables",84,5.4,"0.2",0,"15.6",5.5,28,27,0.2,0.5,39,271,3,"1.2",117,1.5
"298","433","Pepper dried or fresh, hot","Vegetables",27,1,"0.3",0.1,"5.8",1.7,35,9,0.4,0.1,11,141,15,"0.1",19,0.4
"299","412","Pumpkin leaf, raw","Vegetables",19,7,"0.7",0.2,"9",4.4,42,114.5,0.3,0.3,28.4,203,29,"1.1000000000000001",29,0.6
"300","419","Pumpkin, cooked","Vegetables",20,0.5,"0.3",0.1,"4.4000000000000004",1.4,0,7,0.1,0.1,4,219,1,"0.2",10,0.2
"301","432","Salad, green","Vegetables",36,3.5,"0.9",0.1,"7.1",4.4,47,94,0.1,0.4,352,22,1.8,"0.1",17,0
"302","420","Spinach, cooked","Vegetables",23,3,"0.3",0,"3.8",2.4,0,136,0.2,0.9,87,466,70,"0.8",56,3.6
"303","428","Sweet potato leaf","Vegetables",35,4.8,"0.3",0,"6.4",2,42,59.2,0.1,0.3,44.8,315.2,10.6,"0.2",41,0.5
"304","434","Swiss chard, raw","Vegetables",19,1.8,"0.2",0,"3.7",1.6,42,51,0.9,1.6,81,379,213,"2.8",46,1.8
"305","413","Taro leaf, raw","Vegetables",42,5,"0.7",0.2,"6.7",3.7,0,137,0.3,0.3,22,203,29,"0.1",29,0.8
"306","421","Tomato, bitter (African egg plant)","Vegetables",22,1,"0.4",0.1,"4.5",2.8,6,31,0,0.1,8,97,8,"0.1",15,0.2
"307","422","Tomato, green","Vegetables",21,0.9,"0.3",0,"4.5999999999999996",1.1,6,5,0.1,0.1,11,222,9,"0.1",24,0.5
"308","423","Tomato, ripe","Vegetables",21,0.9,"0.3",0,"4.5999999999999996",1.1,6,5,0.1,0.1,11,222,9,"0.1",24,0.5
"309","755","Cabbage relish with oil","Vegetables Based",34.1,0.7,"2.1",1.8,"3.5",1.4,5.2,14.3,0,0.1,7,89.2,130.7,"0.1",16.5,0.2
"310","754","Cabbage, onion salad","Vegetables Based",27.8,1.2,"0.3",0.1,"6.2",2.2,0.3,26.7,0,0.1,11.1,151.8,6,"0.2",24.2,0.3
"311","756","Cassava leaf relish with groundnuts","Vegetables Based",113.1,6.4,"6.8",0.9,"9.9",2,263.7,159.4,0.3,0.4,67.9,531.8,270.3,"0.8",108.9,2.8
"312","757","Cassava leaf relish with coconut milk","Vegetables Based",70.9,2.8,"4.7",4,"6.7",1.6,70,136.2,0.2,0.3,44,398.1,9.7,"0.4",61.1,2.3
"313","759","Cow pea leaf relish with coconut milk","Vegetables Based",80.3,2.5,"6",5.2,"6.4",1.9,77.5,107.8,0.2,0.3,36.8,337.4,9,"0.4",55.8,2
"314","779","Cow pea leaf relish with groundnuts","Vegetables Based",79.3,4.8,"4.2",0.5,"8.3000000000000007",1.6,168.4,133,0.2,0.1,43.4,442.9,10.7,"0.3",57.3,2.1
"315","784","Egg plant relish","Vegetables Based",77.3,1.2,"4.7",2,"7.9",2.2,16.5,9.4,0.1,0.2,13.7,247.2,28.2,"0.2",28.8,0.4
"316","763","Green leaf, medium, relish with coconut milk","Vegetables Based",107.7,2.8,"9.1999999999999993",8,"5.8",4.1,121.5,63.7,0.2,0.6,20.8,259.7,18.4,"0.5",63.7,1.5
"317","762","Green leaf, medium relish with groundnuts","Vegetables Based",15,1,"0.6",0.1,"2",0.8,27.8,17.2,0,0,8,114.7,16,"0.1",19.2,0.3
"318","760","Green leaf, medium, relish without oil","Vegetables Based",5.3,0.8,"7",0,"0.7",0.7,7,26,0,0.1,5.3,71.1,5.6,"0.1",14.4,0.4
"319","761","Green leaf, medium, relish with oil","Vegetables Based",86.1,1,"14.5",7.9,"1",0.9,22.2,35,0,6.1,7,96,7.5,"0.1",19.5,23.5
"320","766","Green peas relish without oil","Vegetables Based",63.5,3.9,"0.2",0,"12",4.1,20.9,20.8,0.1,0.4,30.1,246.4,111.9,"0.9",88.2,1.2
"321","782","Green peas relish with oil","Vegetables Based",82.5,3.8,"2.6",2,"11.8",3.9,19.8,20,0.2,0.6,34.2,250,99,"1",94,1.4
"322","767","Green peas relish with oil and coconut milk","Vegetables Based",125.6,3.6,"7,8",6.7,"11.9",4.6,79.1,20.1,0.1,0.4,28.7,236.4,106.1,"0.8",84.1,1.1
"323","778","Green peas relish with coconut milk","Vegetables Based",120.2,3.7,"6.6",5.7,"12.7",5.1,69.8,18,0.2,0.7,28,247.9,83.8,"0.9",85.7,1.3
"324","786","Hare lettuce (mchunga)","Vegetables Based",169.6,1,"17.399999999999999",14.8,"4.5",0.9,14.7,26.6,0.1,0.1,7.3,141,9.2,"0.1",18.4,0.8
"325","783","Okra relish without oil","Vegetables Based",16.7,0.9,"0.2",0.1,"3.7",1.9,39.7,59.4,0.1,0.2,14.4,152.5,656.1,"0.1",20.7,0.6
"326","775","Okra relish with oil","Vegetables Based",74.3,0.8,"6.2",5.6,"4.7",1.3,24.2,15.1,0.1,0.2,10.9,171.6,107.2,"0.2",22.5,0.5
"327","765","Okra relish with coconut milk","Vegetables Based",51,1.2,"3.2",2.7,"5.7",0,54,17,0.1,0.3,13,190,6,"0.2",30,0.7
"328","781","Okra, fried","Vegetables Based",106.2,1,"10.199999999999999",8.7,"4.5",1.5,38.5,22.3,0.1,0.1,11.8,145.7,292.3,"0.2",20.5,0.6
"329","780","Sweet potato leaf relish with coconut milk","Vegetables Based",166.1,3.7,"13.7",11.9,"10.6",7.1,188.4,109.7,0.3,1,33.8,425.3,417.6,"0.7",102.6,2.5
"330","777","Potato leaf relish with milk","Vegetables Based",67.7,6.5,"2.6",1.4,"6.9",4,53.4,213.7,0.1,0.5,36.3,484,63.4,"0.5",134.5,2.2
